"ndc","rxcui","atc4","atc4_name"
"13668015730",205304,"C09CA","Angiotensin II receptor blockers (ARBs), plain"
"13668015830",205305,"C09CA","Angiotensin II receptor blockers (ARBs), plain"
"13668016030",283317,"C03AA","Thiazides, plain"
"13668016030",283317,"C09CA","Angiotensin II receptor blockers (ARBs), plain"
"13668016130",477130,"C03AA","Thiazides, plain"
"13668016130",477130,"C09CA","Angiotensin II receptor blockers (ARBs), plain"
"13668016601",200034,"N05AH","Diazepines, oxazepines, thiazepines and oxepines"
"13668016801",312079,"N05AH","Diazepines, oxazepines, thiazepines and oxepines"
"13668016901",314154,"N05AH","Diazepines, oxazepines, thiazepines and oxepines"
"13668017001",312077,"N05AH","Diazepines, oxazepines, thiazepines and oxepines"
"13668017905",859424,"C10AA","HMG CoA reductase inhibitors"
"13668017930",859424,"C10AA","HMG CoA reductase inhibitors"
"13668018205",859419,"C10AA","HMG CoA reductase inhibitors"
"13668018230",859419,"C10AA","HMG CoA reductase inhibitors"
"13668018405",858625,"N04BC","Dopamine agonists"
"13668018505",577033,"G04BE","Drugs used in erectile dysfunction"
"13668018630",314228,"G04BE","Drugs used in erectile dysfunction"
"13668018701",312950,"G04BE","Drugs used in erectile dysfunction"
"13668018801",314229,"G04BE","Drugs used in erectile dysfunction"
"13668018905",855182,"G04BD","Drugs for urinary frequency and incontinence"
"13668019005",855189,"G04BD","Drugs for urinary frequency and incontinence"
"13668020130",311787,"J01MA","Fluoroquinolones"
"13668020130",311787,"S01AE","Fluoroquinolones"
"13668020430",722131,"C08CA","Dihydropyridine derivatives"
"13668020430",722131,"C09CA","Angiotensin II receptor blockers (ARBs), plain"
"13668020430",722131,"C09DB","Angiotensin II receptor blockers (ARBs) and calcium channel blockers"
"13668020530",722137,"C08CA","Dihydropyridine derivatives"
"13668020530",722137,"C09CA","Angiotensin II receptor blockers (ARBs), plain"
"13668020530",722137,"C09DB","Angiotensin II receptor blockers (ARBs) and calcium channel blockers"
"13668020630",722126,"C08CA","Dihydropyridine derivatives"
"13668020630",722126,"C09CA","Angiotensin II receptor blockers (ARBs), plain"
"13668020630",722126,"C09DB","Angiotensin II receptor blockers (ARBs) and calcium channel blockers"
"13668020730",722134,"C08CA","Dihydropyridine derivatives"
"13668020730",722134,"C09CA","Angiotensin II receptor blockers (ARBs), plain"
"13668020730",722134,"C09DB","Angiotensin II receptor blockers (ARBs) and calcium channel blockers"
"13668021905",349490,"N05AX","Other antipsychotics"
"13668022005",349553,"N05AX","Other antipsychotics"
"13668022105",349547,"N05AX","Other antipsychotics"
"13668024830",349373,"C09CA","Angiotensin II receptor blockers (ARBs), plain"
"13668025130",403853,"C09CA","Angiotensin II receptor blockers (ARBs), plain"
"13668025130",403853,"C03AA","Thiazides, plain"
"13668025230",403854,"C09CA","Angiotensin II receptor blockers (ARBs), plain"
"13668025230",403854,"C03AA","Thiazides, plain"
"13668025330",403855,"C09CA","Angiotensin II receptor blockers (ARBs), plain"
"13668025330",403855,"C03AA","Thiazides, plain"
"13668026628",753451,"N03AX","Other antiepileptics"
"13668026699",751563,"N03AX","Other antiepileptics"
"13668027101",308973,"N03AF","Carboxamide derivatives"
"13668028033",861783,"A10BG","Thiazolidinediones"
"13668028033",861783,"A10BD","Combinations of oral blood glucose lowering drugs"
"13668028033",861783,"A10BA","Biguanides"
"13668028133",861822,"A10BG","Thiazolidinediones"
"13668028133",861822,"A10BD","Combinations of oral blood glucose lowering drugs"
"13668028133",861822,"A10BA","Biguanides"
"13668030760",686379,"L01XX","Other antineoplastic agents"
"13668030760",686379,"M01AH","Coxibs"
"13668031001",349514,"L01XX","Other antineoplastic agents"
"13668031001",349514,"M01AH","Coxibs"
"13668031130",730866,"C09CA","Angiotensin II receptor blockers (ARBs), plain"
"13668031130",730866,"C08CA","Dihydropyridine derivatives"
"13668031230",730861,"C09CA","Angiotensin II receptor blockers (ARBs), plain"
"13668031230",730861,"C08CA","Dihydropyridine derivatives"
"13668031330",730872,"C09CA","Angiotensin II receptor blockers (ARBs), plain"
"13668031330",730872,"C08CA","Dihydropyridine derivatives"
"13668032430",730869,"C09CA","Angiotensin II receptor blockers (ARBs), plain"
"13668032430",730869,"C08CA","Dihydropyridine derivatives"
"13668032530",848135,"C08CA","Dihydropyridine derivatives"
"13668032530",848135,"C03AA","Thiazides, plain"
"13668032530",848135,"C09CA","Angiotensin II receptor blockers (ARBs), plain"
"13668032530",848135,"C09DX","Angiotensin II receptor blockers (ARBs), other combinations"
"13668032630",848140,"C08CA","Dihydropyridine derivatives"
"13668032630",848140,"C03AA","Thiazides, plain"
"13668032630",848140,"C09CA","Angiotensin II receptor blockers (ARBs), plain"
"13668032630",848140,"C09DX","Angiotensin II receptor blockers (ARBs), other combinations"
"13668032730",848131,"C08CA","Dihydropyridine derivatives"
"13668032730",848131,"C03AA","Thiazides, plain"
"13668032730",848131,"C09CA","Angiotensin II receptor blockers (ARBs), plain"
"13668032730",848131,"C09DX","Angiotensin II receptor blockers (ARBs), other combinations"
"13668032830",848151,"C08CA","Dihydropyridine derivatives"
"13668032830",848151,"C03AA","Thiazides, plain"
"13668032830",848151,"C09CA","Angiotensin II receptor blockers (ARBs), plain"
"13668032830",848151,"C09DX","Angiotensin II receptor blockers (ARBs), other combinations"
"13668032930",848145,"C08CA","Dihydropyridine derivatives"
"13668032930",848145,"C03AA","Thiazides, plain"
"13668032930",848145,"C09CA","Angiotensin II receptor blockers (ARBs), plain"
"13668032930",848145,"C09DX","Angiotensin II receptor blockers (ARBs), other combinations"
"13668033301",856369,"N06AX","Other antidepressants"
"13668033930",900164,"N03AX","Other antiepileptics"
"13668034030",850091,"N03AX","Other antiepileptics"
"13668034130",850087,"N03AX","Other antiepileptics"
"13668034230",900156,"N03AX","Other antiepileptics"
"13668034430",876529,"C08CA","Dihydropyridine derivatives"
"13668034430",876529,"C09CA","Angiotensin II receptor blockers (ARBs), plain"
"13668034430",876529,"C09DB","Angiotensin II receptor blockers (ARBs) and calcium channel blockers"
"13668034630",876524,"C08CA","Dihydropyridine derivatives"
"13668034630",876524,"C09CA","Angiotensin II receptor blockers (ARBs), plain"
"13668034630",876524,"C09DB","Angiotensin II receptor blockers (ARBs) and calcium channel blockers"
"13668038230",999991,"C09CA","Angiotensin II receptor blockers (ARBs), plain"
"13668038230",999991,"C08CA","Dihydropyridine derivatives"
"13668038230",999991,"C03AA","Thiazides, plain"
"13668038530",1000001,"C09CA","Angiotensin II receptor blockers (ARBs), plain"
"13668038530",1000001,"C08CA","Dihydropyridine derivatives"
"13668038530",1000001,"C03AA","Thiazides, plain"
"13668039730",999967,"C09CA","Angiotensin II receptor blockers (ARBs), plain"
"13668039730",999967,"C08CA","Dihydropyridine derivatives"
"13668039730",999967,"C03AA","Thiazides, plain"
"13668043801",310289,"C10AB","Fibrates"
"13668043901",310288,"C10AB","Fibrates"
"13668044001",200311,"C10AB","Fibrates"
"13668044101",205322,"L01XX","Other antineoplastic agents"
"13668044101",205322,"M01AH","Coxibs"
"13668044301",2532159,"N06AB","Selective serotonin reuptake inhibitors"
"13668045301",597850,"L01XX","Other antineoplastic agents"
"13668046201",597852,"L01XX","Other antineoplastic agents"
"13668047301",2532163,"N06AB","Selective serotonin reuptake inhibitors"
"13668048301",314108,"A01AB","Antiinfectives and antiseptics for local oral treatment"
"13668048301",314108,"D10AF","Antiinfectives for treatment of acne"
"13668048301",314108,"J01AA","Tetracyclines"
"13668048501",207362,"A01AB","Antiinfectives and antiseptics for local oral treatment"
"13668048501",207362,"D10AF","Antiinfectives for treatment of acne"
"13668048501",207362,"J01AA","Tetracyclines"
"13668048750",207364,"A01AB","Antiinfectives and antiseptics for local oral treatment"
"13668048750",207364,"D10AF","Antiinfectives for treatment of acne"
"13668048750",207364,"J01AA","Tetracyclines"
"13668051501",197312,"D06BB","Antivirals"
"13668051501",197312,"J05AB","Nucleosides and nucleotides excl. reverse transcriptase inhibitors"
"13668051501",197312,"S01AD","Antivirals"
"13668053194",351246,"R03DC","Leukotriene receptor antagonists"
"13668053401",884308,"A07AA","Antibiotics"
"13668053401",884308,"D01AA","Antibiotics"
"13668053401",884308,"G01AA","Antibiotics"
"13668056530",757707,"G04BE","Drugs used in erectile dysfunction"
"13668056630",403957,"G04BE","Drugs used in erectile dysfunction"
"13668056730",484814,"G04BE","Drugs used in erectile dysfunction"
"13668056830",402019,"G04BE","Drugs used in erectile dysfunction"
"13668057309",996740,"N06DX","Other anti-dementia drugs"
"13668058008",391937,"A06AD","Osmotically acting laxatives"
"13668058130",2123194,"G04BE","Drugs used in erectile dysfunction"
"13668058906",199387,"N05AX","Other antipsychotics"
"13668059501",543546,"A07AA","Antibiotics"
"13668059501",543546,"D01AA","Antibiotics"
"13668059501",543546,"G01AA","Antibiotics"
"13668060601",598006,"D10AF","Antiinfectives for treatment of acne"
"13668060601",598006,"J01FA","Macrolides"
"13668060601",598006,"S01AA","Antibiotics"
"13668060701",197650,"D10AF","Antiinfectives for treatment of acne"
"13668060701",197650,"J01FA","Macrolides"
"13668060701",197650,"S01AA","Antibiotics"
"13703010130",NA,NA,NA
"13703010150",NA,NA,NA
"13703010160",NA,NA,NA
"13703010300",490543,NA,NA
"13703010310",866750,NA,NA
"13703010320",1442188,NA,NA
"13703010330",490541,NA,NA
"13703010340",490540,NA,NA
"13703010350",1428005,NA,NA
"13703010360",NA,NA,NA
"13703010370",NA,NA,NA
"13703010390",490542,NA,NA
"13733016822",1664742,NA,NA
"13774001250",NA,NA,NA
"13774001270",NA,NA,NA
"13774010700",NA,NA,NA
"13774013700",NA,NA,NA
"13774013720",NA,NA,NA
"13774013721",NA,NA,NA
"13774015700",NA,NA,NA
"13774020234",NA,NA,NA
"13811000710",1948336,NA,NA
"13811001490",1948170,NA,NA
"13811004390",790677,NA,NA
"13811004590",855386,NA,NA
"13811004690",865490,NA,NA
"13811004730",826088,NA,NA
"13811005130",313634,"A11GA","Ascorbic acid (vitamin C), plain"
"13811005130",313634,"G01AD","Organic acids"
"13811005130",313634,"S01XA","Other ophthalmologicals"
"13811005130",313634,"B03AA","Iron bivalent, oral preparations"
"13811005130",313634,"B03AD","Iron in combination with folic acid"
"13811005130",313634,"B03BB","Folic acid and derivatives"
"13811005130",313634,"V04CX","Other diagnostic agents"
"13811011030",1053044,NA,NA
"13811050460",1948212,NA,NA
"13811051215",861098,NA,NA
"13811051510",1948238,NA,NA
"13811052501",891522,"A11DA","Vitamin B1, plain"
"13811052501",891522,"B03BA","Vitamin B12 (cyanocobalamin and analogues)"
"13811052501",891522,"A11GA","Ascorbic acid (vitamin C), plain"
"13811052501",891522,"G01AD","Organic acids"
"13811052501",891522,"S01XA","Other ophthalmologicals"
"13811052501",891522,"A11HA","Other plain vitamin preparations"
"13811052501",891522,"A11HA","Other plain vitamin preparations"
"13811052501",891522,"D03AX","Other cicatrizants"
"13811052501",891522,"B03BB","Folic acid and derivatives"
"13811052501",891522,"V04CX","Other diagnostic agents"
"13811052501",891522,"A11HA","Other plain vitamin preparations"
"13811052501",891522,"C04AC","Nicotinic acid and derivatives"
"13811052501",891522,"C10AD","Nicotinic acid and derivatives"
"13811052501",891522,"A11HA","Other plain vitamin preparations"
"13811052501",891522,"S01XA","Other ophthalmologicals"
"13811052690",1918936,NA,NA
"13811052990",1248142,"A11DA","Vitamin B1, plain"
"13811052990",1248142,"B03BA","Vitamin B12 (cyanocobalamin and analogues)"
"13811052990",1248142,"A11HA","Other plain vitamin preparations"
"13811052990",1248142,"A11GA","Ascorbic acid (vitamin C), plain"
"13811052990",1248142,"G01AD","Organic acids"
"13811052990",1248142,"S01XA","Other ophthalmologicals"
"13811052990",1248142,"A02AC","Calcium compounds"
"13811052990",1248142,"A12AA","Calcium"
"13811052990",1248142,"A11CA","Vitamin A, plain"
"13811052990",1248142,"D02BB","Protectives against UV-radiation for systemic use"
"13811052990",1248142,"A11CC","Vitamin D and analogues"
"13811052990",1248142,"B03BB","Folic acid and derivatives"
"13811052990",1248142,"V04CX","Other diagnostic agents"
"13811052990",1248142,"A02AA","Magnesium compounds"
"13811052990",1248142,"A06AD","Osmotically acting laxatives"
"13811052990",1248142,"A12CC","Magnesium"
"13811052990",1248142,"A11HA","Other plain vitamin preparations"
"13811052990",1248142,"A06AA","Softeners, emollients"
"13811052990",1248142,"A11HA","Other plain vitamin preparations"
"13811052990",1248142,"A11HA","Other plain vitamin preparations"
"13811052990",1248142,"S01XA","Other ophthalmologicals"
"13811054630",979394,NA,NA
"13811056545",1303379,NA,NA
"13811056701",1652634,"A09AB","Acid preparations"
"13811056701",1652634,"A12BA","Potassium"
"13811056890",1014279,NA,NA
"13811057090",1013425,NA,NA
"13811058030",1923302,NA,NA
"13811058730",2004161,NA,NA
"13811059516",866107,"B05BC","Solutions producing osmotic diuresis"
"13811059516",866107,"D02AE","Carbamide products"
"13811061490",1948418,NA,NA
"13811062710",898723,"C09AA","ACE inhibitors, plain"
"13811062810",898687,"C09AA","ACE inhibitors, plain"
"13811063010",898719,"C09AA","ACE inhibitors, plain"
"13811063930",799055,"N04BC","Dopamine agonists"
"13811064030",799056,"N04BC","Dopamine agonists"
"13811064130",848582,"N04BC","Dopamine agonists"
"13811064230",799054,"N04BC","Dopamine agonists"
"13811064330",824959,"N04BC","Dopamine agonists"
"13811065560",237723,"A11CC","Vitamin D and analogues"
"13811065710",857391,"N02BE","Anilides"
"13811065710",857391,"R05DA","Opium alkaloids and derivatives"
"13811066910",866482,"C03AA","Thiazides, plain"
"13811066910",866482,"C07AB","Beta blocking agents, selective"
"13811067010",866479,"C03AA","Thiazides, plain"
"13811067010",866479,"C07AB","Beta blocking agents, selective"
"13811067210",313582,"N06AX","Other antidepressants"
"13811067310",313584,"N06AX","Other antidepressants"
"13811067410",314277,"N06AX","Other antidepressants"
"13811067610",313580,"N06AX","Other antidepressants"
"13811067730",205284,"L04AA","Selective immunosuppressants"
"13811067830",205285,"L04AA","Selective immunosuppressants"
"13811067930",602964,"N05AX","Other antipsychotics"
"13811068030",402131,"N05AX","Other antipsychotics"
"13811068130",349545,"N05AX","Other antipsychotics"
"13811068230",349490,"N05AX","Other antipsychotics"
"13811068930",1148478,"N02AX","Other opioids"
"13811069030",1148485,"N02AX","Other opioids"
"13811069130",1148489,"N02AX","Other opioids"
"13811069230",643019,"N05AX","Other antipsychotics"
"13811069330",643022,"N05AX","Other antipsychotics"
"13811070210",902729,"N02AA","Natural opium alkaloids"
"13811070310",902736,"N02AA","Natural opium alkaloids"
"13811070410",1306898,"N02AA","Natural opium alkaloids"
"13811071230",808751,"N06AX","Other antidepressants"
"13811071330",808753,"N06AX","Other antidepressants"
"13811071430",808744,"N06AX","Other antidepressants"
"13811071530",808748,"N06AX","Other antidepressants"
"13811071616",903843,"N07AA","Anticholinesterases"
"13811071910",1648755,"J01XE","Nitrofuran derivatives"
"13845120003",212797,"J04AB","Antibiotics"
"13845120202",197551,"J04AB","Antibiotics"
"13913000103",672912,"J01MA","Fluoroquinolones"
"13913000103",672912,"S01AE","Fluoroquinolones"
"13913000103",672912,"S02AA","Antiinfectives"
"13913000103",672912,"S03AA","Antiinfectives"
"13913000213",861018,"A10BA","Biguanides"
"13913000316",861015,"A10BA","Biguanides"
"13913000413",1115012,"N03AX","Other antiepileptics"
"13913000519",1115013,"N03AX","Other antiepileptics"
"13913000616",1115016,"N03AX","Other antiepileptics"
"13913000811",858346,"D11AX","Other dermatologicals"
"13913000811",858346,"M01AB","Acetic acid derivatives and related substances"
"13913000811",858346,"M02AA","Antiinflammatory preparations, non-steroids for topical use"
"13913000811",858346,"S01BC","Antiinflammatory agents, non-steroids"
"13925007028",848312,NA,NA
"13925010060",1382091,NA,NA
"13925010430",1393006,NA,NA
"13925011218",845988,"D10AE","Peroxides"
"13925011601",1313925,"A11DA","Vitamin B1, plain"
"13925011601",1313925,"B03BA","Vitamin B12 (cyanocobalamin and analogues)"
"13925011601",1313925,"A11GA","Ascorbic acid (vitamin C), plain"
"13925011601",1313925,"G01AD","Organic acids"
"13925011601",1313925,"S01XA","Other ophthalmologicals"
"13925011601",1313925,"A02AC","Calcium compounds"
"13925011601",1313925,"A12AA","Calcium"
"13925011601",1313925,"A11CA","Vitamin A, plain"
"13925011601",1313925,"D02BB","Protectives against UV-radiation for systemic use"
"13925011601",1313925,"A11HA","Other plain vitamin preparations"
"13925011601",1313925,"D03AX","Other cicatrizants"
